AMORTIZACAO;DATA_FINAL;DATA_INICIAL;TOTAL_VALOR;INVESTIMENTOS;JUROS;FUNDO;PESSOAL;INVERSOES;CUSTEIO;UG;RESERVA;DESCRICAO_UG;
0,00;31/12/2021;01/01/2021;59.683.281,44;14.997,00;0,00;0,00;1.638.220,00;0,00;58.030.063,00;110010;0,00;SECRETARIA DE ESTADO DA COMUNICAÇÃO;
